segment,sub_sector,organisatie,url_homepage,url_support,url_product,url_support_method,url_support_score,url_support_note
Energie en nutsbedrijven,Energie,Gewoon Energie,https://gewoonenergie.nl,https://gewoonenergie.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Greenchoice,https://www.greenchoice.nl,https://www.greenchoice.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Greenchoice Dynamisch,https://www.greenchoice.nl/stroom-en-gas/dynamisch-energiecontract/,https://www.greenchoice.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,HalloStroom,https://www.hallostroom.nl,https://www.hallostroom.nl/klantenservice,,heuristic,10,"linktekst: ""Service & Contact"""
Energie en nutsbedrijven,Energie,Hegg Energy,https://hegg.energy,https://hegg.energy/support,,heuristic,9,"linktekst: ""Contact"""
Energie en nutsbedrijven,Energie,Innova Energie,https://www.innovaenergie.nl,https://VolgensmijalleenB2B,,existing,,from input
Energie en nutsbedrijven,Energie,Mega,https://www.mega.nl,https://www.mega.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,NextEnergy,https://www.nextenergy.nl,https://www.nextenergy.nl/klantenservice,,heuristic,10,"linktekst: ""Vrijblijvend advies?Neem contact op met onze klantenservice! Wij helpen je graag"""
Energie en nutsbedrijven,Energie,Noord Energie,https://noordenergie.nl,https://noordenergie.nl/service/klantenservice,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,om | nieuwe energie,https://www.samenom.nl,https://www.samenom.nl/veelgestelde-vragen/,,heuristic,7,"linktekst: ""Veelgestelde vragenDe meest voorkomende vragen op een rijtje."""
Energie en nutsbedrijven,Energie,Oxxio,https://www.oxxio.nl,https://www.oxxio.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Powerpeers,https://powerpeers.nl,https://powerpeers.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Pure Energie,https://pure-energie.nl,https://pure-energie.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Tibber,https://tibber.com/nl,https://support.tibber.com/nl,,heuristic,9,"linktekst: ""Support"""
Energie en nutsbedrijven,Energie,United Consumers,https://www.unitedconsumers.com/energie,https://www.unitedconsumers.com/energie/service-en-contact/faq,,heuristic,7,"linktekst: ""Veelgestelde vragen"""
Energie en nutsbedrijven,Energie,Unive via Greenchoice,https://www.unive.nl/energie,https://www.unive.nl/klantenservice?icmp=IL-147,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Vandebron,https://vandebron.nl,https://vandebron.nl/klantenservice,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Energie,Vattenfall,https://www.vattenfall.nl,https://www.vattenfall.nl/klantenservice/contact/,,heuristic,10,"linktekst: ""Contact"""
Energie en nutsbedrijven,Energie,Vrijopnaam,https://www.vrijopnaam.nl,https://www.vrijopnaam.nl/vragen,,llm,0,"De 'vragen'-pagina is de veelgestelde-vragen/hulpsectie, waarschijnlijker dan de algemene contactpagina voor uitlegvideo's."
Energie en nutsbedrijven,Energie,Zonneplan,https://www.zonneplan.nl,https://www.zonneplan.nl/contact,,llm,0,De service-/contactpagina 'Vind antwoord op al je vragen' is het meest waarschijnlijk de FAQ/hulp-sectie met uitlegvideo's.
Energie en nutsbedrijven,Netbeheer,Liander,https://www.liander.nl,https://www.liander.nl/storingen-en-onderhoud,,llm,0,Overkoepelende hulp-/storingssectie waar uitleg- en instructievideo's over problemen en oplossingen het meest waarschijnlijk staan.
Energie en nutsbedrijven,Netbeheer,Enexis,https://www.enexis.nl,https://www.enexis.nl/service-en-contact,,llm,0,Service & Contact is de centrale klantenservice-/hulpsectie waar instructie- en uitlegvideo's het meest waarschijnlijk staan.
Energie en nutsbedrijven,Netbeheer,Stedin,https://www.stedin.net,https://www.stedin.net/klantenservice,,heuristic,10,"linktekst: ""Contact"""
Energie en nutsbedrijven,Netbeheer,Coteq,https://coteqnetbeheer.nl,https://coteqnetbeheer.nl/faq,,heuristic,7,"linktekst: ""FAQ"""
Energie en nutsbedrijven,Netbeheer,RENDO,https://www.rendonetwerken.nl,https://www.rendonetwerken.nl/thuis/meter-meterstanden/hulp-bij-hoogverbruik/,,heuristic,8,"linktekst: ""Hulp bij hoogverbruik"""
Energie en nutsbedrijven,Netbeheer,Westland Infra,https://westlandinfra.nl,https://westlandinfra.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Telco,KPN,https://www.kpn.com,https://www.kpn.com/service/ugs/internet?icid=topnav:cd=service-internet,,heuristic,8,"linktekst: ""Hulp met Internet"""
Energie en nutsbedrijven,Telco,Ziggo,https://www.ziggo.nl,https://www.ziggo.nl/klantenservice/contact/nummerbehoud,,heuristic,10,"linktekst: ""Nummerbehoud"""
Energie en nutsbedrijven,Telco,Odido,https://www.odido.nl,https://www.odido.nl/ondersteuning,,heuristic,9,"linktekst: """""
Energie en nutsbedrijven,Telco,Caiway,https://www.caiway.nl,https://www.caiway.nl/klantenservice,,heuristic,10,"linktekst: ""service-mobileCreated with Sketch.Service"""
Energie en nutsbedrijven,Telco,Online.nl,https://www.online.nl,https://www.online.nl/klantenservice/,,heuristic,10,"linktekst: ""Vragen over"""
Energie en nutsbedrijven,Telco,Freedom Internet,https://freedom.nl,https://freedom.nl/helpdesk,,heuristic,10,"linktekst: ""Helpdesk"""
Energie en nutsbedrijven,Telco,Youfone,https://www.youfone.nl,https://www.youfone.nl/klantenservice,,heuristic,10,"linktekst: ""Veelgestelde vragen"""
Energie en nutsbedrijven,Telco,Vodafone,https://www.vodafone.nl,https://www.vodafone.nl/support/contact,,heuristic,10,"linktekst: ""Contact met de klantenservice"""
Energie en nutsbedrijven,Telco,50plug Mobiel,https://www.50plusmobiel.nl,https://www.50plusmobiel.nl/klantenservice,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Telco,Den,https://www.ben.nl,https://www.ben.nl/service,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Telco,Budget Mobiel,https://www.budgetthuis.nl/mobiel,https://www.budgetthuis.nl/klantenservice,,heuristic,10,"linktekst: ""Service & Contact"""
Energie en nutsbedrijven,Telco,HollandseNieuwe,https://www.hollandsnieuwe.nl,https://www.hollandsnieuwe.nl/klantenservice,,heuristic,10,"linktekst: ""klantenservice"""
Energie en nutsbedrijven,Telco,Lebara,https://www.lebara.nl,https://www.lebara.nl/nl/service/veelgestelde-vragen.html,,heuristic,7,"linktekst: ""Service"""
Energie en nutsbedrijven,Telco,Simpel,https://www.simpel.nl,https://www.simpel.nl/klantenservice,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Telco,Simyo,https://www.simyo.nl,https://www.simyo.nl/klantenservice,,heuristic,10,"linktekst: ""Service"""
Energie en nutsbedrijven,Drinkwaterbedrijven,Vitens,https://www.vitens.nl,https://www.vitens.nl/faq,,heuristic,7,"linktekst: ""Veelgestelde vragen"""
Energie en nutsbedrijven,Drinkwaterbedrijven,PWN,https://www.pwn.nl,https://www.pwn.nl/veelgestelde-vragen,,heuristic,7,"linktekst: ""Service & Contact"""
Energie en nutsbedrijven,Drinkwaterbedrijven,Evides,https://www.evides.nl,https://www.evides.nl/contact,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Drinkwaterbedrijven,BrabantWater,https://www.brabantwater.nl,https://www.brabantwater.nl/klantenservice,,heuristic,10,"linktekst: ""Contact"""
Energie en nutsbedrijven,Drinkwaterbedrijven,Waternet,https://www.waternet.nl,https://www.waternet.nl/service-en-contact/help-ons-verbeteren/meld-een-beveiligingsprobleem/,,heuristic,8,"linktekst: ""Responsible disclosure"""
Energie en nutsbedrijven,Drinkwaterbedrijven,Dunea,https://www.dunea.nl,https://www.dunea.nl/klantenservice,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Drinkwaterbedrijven,WML,https://www.wml.nl,https://www.wml.nl/thuis/veelgestelde-vragen,,heuristic,7,"linktekst: ""Veelgestelde vragen"""
Energie en nutsbedrijven,Drinkwaterbedrijven,Oasen,https://www.oasen.nl,https://www.oasen.nl/veelgestelde-vragen,,heuristic,7,"linktekst: ""Veelgestelde vragen"""
Energie en nutsbedrijven,Drinkwaterbedrijven,Waterbedrijf groningen,https://waterbedrijfgroningen.nl,https://waterbedrijfgroningen.nl/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Energie en nutsbedrijven,Drinkwaterbedrijven,WMD,https://wmd.nl,http://wmd.nl/klantenservice/verhuizing-doorgeven/,,heuristic,10,"linktekst: ""Verhuizen"""
