segment,sub_sector,organisatie,url_homepage,url_support,url_product,url_support_method,url_support_score,url_support_note
Wonen,Commerciële verhuur,Interhouse,https://www.interhouse.nl/,https://interhouse.nl/blog/,,llm,0,Kennisbibliotheek is de meest waarschijnlijke plek voor uitleg-/instructievideo's; er is geen aparte support/FAQ-pagina.
Wonen,Commerciële verhuur,Rotsvast,https://www.rotsvast.nl/,https://www.rotsvast.nl/servicedesk/,,heuristic,10,"linktekst: ""Servicedesk"""
Wonen,Studentenhuisvesting,DUWO,https://www.duwo.nl/,https://www.duwo.nl/ik-huur,,llm,0,De huurderssectie bevat het meest waarschijnlijk hulp/FAQ-content met uitlegvideo's; geen specifiekere support-pagina aanwezig.
Wonen,Studentenhuisvesting,ROOM,https://www.room.nl/,https://www.room.nl/en/faq,,heuristic,7,"linktekst: ""FAQ"""
Wonen,Studentenhuisvesting,SSH,https://www.sshxl.nl/,https://help.sshxl.nl/,,heuristic,7,"linktekst: ""Bekijk nog meer veelgestelde vragen"""
Wonen,Studentenhuisvesting,Studentenwoningweb,https://www.studentenwoningweb.nl/,,,none,0,no internal links
Wonen,Studentenhuisvesting,Kamernet,https://kamernet.nl/,https://support.kamernet.nl/en,,llm,0,Support-subdomein is de duidelijke klantenservice/FAQ-sectie waar instructie-/uitlegvideo's te verwachten zijn.
Wonen,Studentenhuisvesting,Holland2Stay,https://holland2stay.com/,,,none,0,no internal links
Wonen,Studentenhuisvesting,Idealis,https://www.idealis.nl/,,,none,0,llm: no pick
Wonen,Studentenhuisvesting,Student Experience,https://www.studentexperience.nl/,,,none,0,no internal links
Wonen,Sociale huur en woningcorporaties,Actium,https://www.actiumwonen.nl/,https://www.actiumwonen.nl/mijn-actium/,,llm,0,Mijn Actium is de zelfservice-/serviceportal waar uitleg en hulp bij veelvoorkomende taken het meest waarschijnlijk staan.
Wonen,Sociale huur en woningcorporaties,Centrada,https://www.centrada.nl/,https://www.centrada.nl/ik-huur/de-woning/reparatieverzoek-melden/,,llm,0,"Onder 'Ik huur' staat de praktische hulp/zelfservice voor huurders (reparatie melden), waar instructie-/uitlegvideo's het meest waarschijnlijk zijn; een echte FAQ/support-sectie ontbreekt in de links."
Wonen,Sociale huur en woningcorporaties,WoonFriesland,https://www.woonfriesland.nl/,https://www.woonfriesland.nl/ik-huur/reparaties-onderhoud/,,llm,0,Reparaties & onderhoud is de support-/hulpsectie waar instructie- en uitlegvideo's over onderhoud het meest waarschijnlijk staan.
Wonen,Sociale huur en woningcorporaties,Vivare,https://www.vivare.nl/,https://www.vivare.nl/hulp-bij-geldzaken,,heuristic,8,"linktekst: ""Hulp bij geldzaken"""
Wonen,Sociale huur en woningcorporaties,Lefier,https://www.lefier.nl/,https://www.lefier.nl/ik-huur/reparaties-en-onderhoud/,,llm,0,Hulp-/servicepagina voor huurders waar instructie-/uitlegvideo's over reparaties en onderhoud het meest waarschijnlijk staan.
Wonen,Sociale huur en woningcorporaties,Wonen Limburg,https://www.wonenlimburg.nl/,,,none,0,llm: no pick
Wonen,Sociale huur en woningcorporaties,Stichting Woonbedrijf,https://www.woonbedrijf.com/,https://www.woonbedrijf.com/regelen/service-en-contact,,llm,0,"De expliciete service-pagina van Woonbedrijf, het meest waarschijnlijk de klantenservice/hulp-sectie met uitlegcontent."
Wonen,Sociale huur en woningcorporaties,Ymere,https://www.ymere.nl/,https://www.ymere.nl/ik-huur/,,llm,0,De 'Ik huur'-sectie is de centrale klantenservice-/hulphub voor huurders waar instructie- en uitlegvideo's het meest waarschijnlijk staan.
Wonen,Sociale huur en woningcorporaties,de Alliantie,https://www.de-alliantie.nl/,https://www.de-alliantie.nl/vraag-antwoord/,,heuristic,7,"linktekst: ""Vraag & Antwoord"""
Wonen,Sociale huur en woningcorporaties,Woningstichting Eigen Haard,https://www.eigenhaard.nl/,https://www.eigenhaard.nl/ik-huur/reparaties-en-onderhoud/,,llm,0,Reparatie- en onderhoudssectie is de meest waarschijnlijke plek voor instructie-/uitlegvideo's voor huurders.
Wonen,Sociale huur en woningcorporaties,Woningcorporatie De Woonplaats,https://www.dewoonplaats.nl/,https://www.dewoonplaats.nl/ik-ben-huurder/,,llm,0,"De huurderssectie bundelt klantenservice-onderwerpen (reparaties, huur, regelingen) waar uitleg-/instructievideo's het meest waarschijnlijk staan, meer dan de algemene contactpagina."
Wonen,Sociale huur en woningcorporaties,Woningcorporatie Portaal,https://www.portaal.nl/,https://www.portaal.nl/ik-huur/onderhoud/klustips-videos/,,llm,0,"Onderhoud-/klustips-pagina met expliciete instructievideo's, het meest waarschijnlijke kanaal voor uitlegvideo's."
Wonen,Sociale huur en woningcorporaties,Woonin,https://www.woonin.nl/,https://www.woonin.nl/ik-huur/,,llm,0,"Centrale huurders-/servicesectie met hulponderwerpen (onderhoud, geldzaken, mijn Woonin) waar uitlegvideo's te verwachten zijn."
Wonen,Sociale huur en woningcorporaties,Cazas Wonen,https://www.cazaswonen.nl/,https://www.cazaswonen.nl/huurzaken-regelen/,,llm,0,"Centrale zelfservice-/huurzaken-hub met kennisbankartikelen (huur betalen, reparatieverzoek) waar instructie-/uitlegvideo's te verwachten zijn."
Wonen,Sociale huur en woningcorporaties,Stadlander,https://www.stadlander.nl/,https://stadlander.nl/veel-gestelde-vragen,,heuristic,7,"linktekst: ""Veelgestelde vragen"""
Wonen,Sociale huur en woningcorporaties,Stichting Woonstad Rotterdam,https://www.woonstadrotterdam.nl/,https://www.woonstadrotterdam.nl/service-contact/reparatie-onderhoud,,llm,0,Specifieke support-sectie over reparatie & onderhoud waar instructie-/uitlegvideo's het meest waarschijnlijk staan.
Wonen,Sociale huur en woningcorporaties,Stichting Havensteder,https://www.havensteder.nl/,https://www.havensteder.nl/zelf-regelen-via-mijn-havensteder,,llm,0,Self-service-pagina ('zelf regelen via Mijn Havensteder') is dé plek voor uitleg- en instructievideo's over veelvoorkomende huurderstaken.
Wonen,Sociale huur en woningcorporaties,Staedion,https://www.staedion.nl/,,,error,0,"link extract failed: page.evaluate: TypeError: href.startsWith is not a function
"
