segment,sub_sector,organisatie,url_homepage,url_support,url_product
Culturele sector,Podia en theaters,Theater Rotterdam,https://www.theaterrotterdam.nl,,
Culturele sector,Podia en theaters,Parkstad Limburg Theaters,https://www.plt.nl,,
Culturele sector,Podia en theaters,Muziekgebouw Eindhoven,https://mge.nl,,
Culturele sector,Podia en theaters,Chassé Theater,https://www.chasse.nl,,
Culturele sector,Podia en theaters,Stadsschouwburg Groningen,https://www.spotgroningen.nl,,
Culturele sector,Podia en theaters,Het Nationale Theater,https://www.hnt.nl,,
Culturele sector,Podia en theaters,Philharmonie Haarlem,https://www.theater-haarlem.nl,,
Culturele sector,Festivals en evenementen,Lowlands,https://lowlands.nl,,
Culturele sector,Festivals en evenementen,Pinkpop,https://www.pinkpop.nl,,
Culturele sector,Festivals en evenementen,Mysteryland,https://www.mysteryland.nl,,
Culturele sector,Festivals en evenementen,Awakenings Festival,https://www.awakenings.com,,
Culturele sector,Festivals en evenementen,North Sea Jazz Festival,https://www.northseajazz.com,,
Culturele sector,Festivals en evenementen,Amsterdam Dance Event,https://www.amsterdam-dance-event.nl,,
Culturele sector,Festivals en evenementen,Into The Great Wide Open,https://intothegreatwideopen.nl,,
Culturele sector,Festivals en evenementen,Down The Rabbit Hole,https://downtherabbithole.nl,,
Culturele sector,Festivals en evenementen,Paaspop,https://www.paaspop.nl,,
Culturele sector,Festivals en evenementen,Zwarte Cross,https://www.zwartecross.nl,,
Culturele sector,Festivals en evenementen,DGTL,https://dgtl.nl,,
Culturele sector,Festivals en evenementen,Le Guess Who?,https://leguesswho.com,,
Culturele sector,Festivals en evenementen,International Film Festival Rotterdam,https://iffr.com,,
Culturele sector,Festivals en evenementen,Nederlands Film Festival,https://www.filmfestival.nl,,
Culturele sector,Festivals en evenementen,Oerol,https://oerol.nl,,
Culturele sector,Festivals en evenementen,Festival Boulevard,https://festivalboulevard.nl,,
Culturele sector,Festivals en evenementen,Grachtenfestival,https://grachtenfestival.nl,,
Culturele sector,Attractieparken,Efteling,https://www.efteling.com,,
Culturele sector,Attractieparken,Walibi Holland,https://www.walibi.nl,,
Culturele sector,Attractieparken,Toverland,https://www.toverland.com,,
Culturele sector,Attractieparken,Duinrell,https://www.duinrell.nl,,
Culturele sector,Attractieparken,Slagharen,https://www.slagharen.com,,
Culturele sector,Attractieparken,Madurodam,https://www.madurodam.nl,,
Culturele sector,Attractieparken,DierenPark Amersfoort,https://dierenparkamersfoort.nl,,
Culturele sector,Attractieparken,Safaripark Beekse Bergen,https://www.beeksebergen.nl,,
Culturele sector,Attractieparken,ARTIS,https://www.artis.nl,,
Culturele sector,Attractieparken,Avonturenpark Hellendoorn,https://www.avonturenpark.nl,,
Culturele sector,Attractieparken,Julianatoren,https://www.julianatoren.nl,,
Culturele sector,Attractieparken,Drievliet,https://www.drievliet.nl,,
