segment,sub_sector,organisatie,url_homepage,url_support,url_product,url_support_method,url_support_score,url_support_note
Zorg,Gehandicaptenzorg,ASVZ,https://www.asvz.nl/,https://www.asvz.nl/ondersteuning-thuis,,heuristic,9,"linktekst: ""Ondersteuning Thuis"""
Zorg,Gehandicaptenzorg,Lunet,https://www.lunet.nl/,https://lunet.nl/professional/clientbureau,,llm,0,"Cliëntbureau 'voor alle vragen' is het dichtst bij een support/veelgestelde-vragen-loket, specifieker dan de algemene contactpagina."
Zorg,Gehandicaptenzorg,Amarant,https://www.amarant.nl/,https://amarant.nl/clienten-en-verwanten/,,llm,0,"Sectie voor bestaande cliënten en verwanten is de meest waarschijnlijke plek voor hulp/uitlegvideo's, specifieker dan de algemene contactpagina."
Zorg,Gehandicaptenzorg,Esdégé-Reigersdaal,https://www.esdege-reigersdaal.nl/,,,none,0,no internal links
Zorg,Gehandicaptenzorg,De Twentse Zorgcentra,https://www.detwentsezorgcentra.nl/,https://www.detwentsezorgcentra.nl/hulp-thuis/ondersteuning-aan-huis/,,heuristic,9,"linktekst: ""Ondersteuning aan huis"""
Zorg,Gehandicaptenzorg,Cosis,https://www.cosis.nu/,https://www.cosis.nu/diensten/hulp-bij-mij-thuis,,heuristic,9,"linktekst: ""Ondersteuning bij jou thuis

				Samen met Cosis kun je gewoon thuis blijven won"""
Zorg,Gehandicaptenzorg,Prisma,https://www.prismanet.nl/,https://www.prismanet.nl/ervaringsverhalen/jimmy-ondersteuning-thuis,,heuristic,9,"linktekst: ""Jimmy krijgt ondersteuning thuis
                        > Lees het verhaal van """
Zorg,Gehandicaptenzorg,Zozijn,https://www.zozijn.nl/,https://www.zozijn.nl/over-zozijn/veelgestelde-vragen,,heuristic,7,"linktekst: ""Veel gestelde vragen"""
Zorg,Gehandicaptenzorg,Sherpa,https://www.sherpa.org/,,,none,0,no internal links
Zorg,GGZ,Parnassia Groep,https://www.parnassiagroep.nl/,https://www.parnassiagroep.nl/ik-zoek-hulp-voor-mijzelf-of-een-naaste,,heuristic,8,"linktekst: ""Ik zoek hulp voor mijzelf of een naaste"""
Zorg,GGZ,Arkin,https://arkin.nl/,https://arkin.nl/hulp-bij-crisis/,,heuristic,8,"linktekst: ""Hulp bij crisis"""
Zorg,GGZ,Pro Persona Holding,https://www.propersona.nl/,https://propersona.nl/hulp-voor-jou/,,heuristic,8,"linktekst: ""Hulp voor jou 
					
						+
						-"""
Zorg,GGZ,GGz Centraal,https://www.ggzcentraal.nl/,https://www.ggzcentraal.nl/clienten/advies-ondersteuning/,,heuristic,9,"linktekst: ""Advies & ondersteuning"""
Zorg,GGZ,Dimence Groep,https://www.dimencegroep.nl/,https://www.dimencegroep.nl/contact,,llm,0,Geen specifieke support/FAQ-pagina aanwezig; Contact is de enige klantgerichte hulp-ingang.
Zorg,GGZ,GGzE,https://www.ggze.nl/,https://www.ggze.nl/als-je-crisis-bent,,heuristic,8,"linktekst: ""Hulp bij crisis
      
            Als je acuut hulp nodig hebt
      

  Lees m"""
Zorg,GGZ,Lentis,https://www.lentis.nl/,,,none,0,no internal links
Zorg,GGZ,GGZ Rivierduinen,https://www.rivierduinen.nl/,https://www.rivierduinen.nl/mijnrivierduinen/,,llm,0,Patiëntenportaal is de plek waar instructie-/uitlegvideo's voor cliënten het meest waarschijnlijk staan; er is geen aparte FAQ/support-sectie.
Zorg,GGZ,GGZ Drenthe,https://ggzdrenthe.nl/,https://www.ggzdrenthe.nl/naasten/naastenondersteuning,,heuristic,9,"linktekst: ""Naastenondersteuning"""
Zorg,GGZ,Altrecht,https://www.altrecht.nl/,https://www.altrecht.nl/hulp-bij/,,heuristic,8,"linktekst: ""Hulp bij"""
Zorg,Jeugdzorg,Partners voor Jeugd,https://www.partnersvoorjeugd.nl/,,,none,0,llm: no pick
Zorg,Jeugdzorg,Levvel,https://www.levvel.nl/,https://www.levvel.nl/extra-zorg-en-ondersteuning,,heuristic,9,"linktekst: ""Extra hulp en ondersteuning"""
Zorg,Jeugdzorg,Enver,https://www.enver.nl/,https://www.enver.nl/jongeren/#belangrijk-om-te-weten-als-je-hulp-van-ons-krijgt,,heuristic,8,"linktekst: ""Belangrijk om te weten als je hulp van ons krijgt"""
Zorg,Jeugdzorg,iHub Zorg,https://www.ihub.nl/,https://www.ihub.nl/familiezorg/hoe-wij-helpen,,heuristic,8,"linktekst: ""Lees hier hoe wij hulp bieden"""
Zorg,Jeugdzorg,Koraal,https://www.koraal.nl/,https://www.koraal.nl/jeugdhulp/ondersteuning-thuis,,heuristic,9,"linktekst: ""Ondersteuning thuis"""
Zorg,Jeugdzorg,Accare,https://www.accare.nl/,https://www.accare.nl/hulp-bij,,heuristic,8,"linktekst: ""Hulp bij"""
Zorg,Jeugdzorg,MetMaya,https://metmaya.nl/,https://metmaya.nl/hulp-nodig/,,heuristic,8,"linktekst: ""Hulp nodig"""
Zorg,Jeugdzorg,Youké Sterke Jeugd,https://youke.nl/,https://youke.nl/ouders/hulp/,,heuristic,8,"linktekst: ""Ik zoek hulp bij"""
Zorg,Ouderenzorg,Espria,https://www.espria.nl/,https://www.espria.nl/contact,,llm,0,Geen aparte support/FAQ-pagina aanwezig; contactpagina is de enige hulp-gerelateerde optie.
Zorg,Ouderenzorg,Cordaan,https://www.cordaan.nl/,https://www.cordaan.nl/jeugd/hulp-in-het-gezin/,,heuristic,8,"linktekst: ""Hulp in het gezin"""
Zorg,Ouderenzorg,Laurens,https://www.laurens.nl/,https://laurens.nl/hulp-thuis/,,heuristic,8,"linktekst: ""Hulp thuis"""
Zorg,Ouderenzorg,Aafje,https://www.aafje.nl/,https://www.aafje.nl/aafje-bij-u-thuis/huishoudelijke-ondersteuning/,,heuristic,9,"linktekst: ""Huishoudelijke ondersteuning"""
Zorg,Ouderenzorg,BrabantZorg,https://www.brabantzorg.eu/,https://www.brabantzorg.eu/veelgestelde-vragen/,,heuristic,7,"linktekst: ""Veelgestelde vragen"""
Zorg,Ouderenzorg,Omring,https://www.omring.nl/,https://www.omring.nl/zorg-aan-huis/advies-en-begeleiding/klantenservice,,heuristic,10,"linktekst: ""Klantenservice"""
Zorg,Ouderenzorg,Noorderbreedte,https://www.noorderbreedte.eu/,https://www.noorderbreedte.eu/klantenservice/,,heuristic,10,"linktekst: ""Klantenservice"""
Zorg,Ouderenzorg,Surplus,https://www.surplus.nl/,https://surplus.nl/bij-u-thuis/thuisondersteuning/,,heuristic,9,"linktekst: ""Thuisondersteuning"""
Zorg,Ouderenzorg,Florence,https://www.florence.nl/,https://www.florence.nl/zorg-thuis/huishoudelijke-hulp,,heuristic,8,"linktekst: ""Huishoudelijke hulp"""
Zorg,Ouderenzorg,Zorgbalans,https://www.zorgbalans.nl/,https://www.zorgbalans.nl/zorgbalans-bij-u-thuis/huishoudelijke-ondersteuning,,heuristic,9,"linktekst: ""Huishoudelijke ondersteuning"""
