segment,sub_sector,organisatie,url_homepage,url_support,url_product
Financiele sector,Verzekeraars,Centraal Beheer,https://www.centraalbeheer.nl/,,
Financiele sector,Verzekeraars,Monuta,https://www.monuta.nl/,,
Financiele sector,Verzekeraars,NN,https://www.nn.nl/Particulier/Verzekeren.htm,,
Financiele sector,Verzekeraars,Zilveren Kruis,https://www.zilverenkruis.nl/consumenten,,
Financiele sector,Verzekeraars,De Goudse,https://www.goudse.nl/,,
Financiele sector,Verzekeraars,REAAL,https://www.reaal.nl/,,
Financiele sector,Verzekeraars,Allianz,https://www.allianzdirect.nl/,,
Financiele sector,Verzekeraars,Unive,https://www.unive.nl/,,
Financiele sector,Verzekeraars,Zekur,https://www.zekur.nl/,,
Financiele sector,Verzekeraars,Dela,https://www.dela.nl/,,
Financiele sector,Verzekeraars,ANWB,https://www.anwb.nl/verzekeringen,,
Financiele sector,Verzekeraars,Anderzorg,https://www.anderzorg.nl/,,
Financiele sector,Verzekeraars,VinkVink,https://www.vinkvink.nl/,,
Financiele sector,Verzekeraars,Ohra,https://www.ohra.nl/,,
Financiele sector,Verzekeraars,Klaverblad,https://www.klaverblad.nl/,,
Financiele sector,Verzekeraars,Lifetri,https://lifetri.nl/,,
Financiele sector,Pensioenbeleggingen,DEGIRO,https://www.degiro.nl/,,
Financiele sector,Pensioenbeleggingen,BrightPensioen,https://brightpensioen.nl/,,
Financiele sector,Pensioenbeleggingen,Meesman,https://www.meesman.nl/,,
Financiele sector,Pensioenbeleggingen,Brand New Day,https://brandnewday.info/pensioenrekening-beleggen/,,
Financiele sector,Overig,VGZ,https://www.vgz.nl/,,
Financiele sector,Overig,Freo,https://www.freo.nl/,,
Financiele sector,Overig,DLL,https://www.dllgroup.com/nl/nl-nl,,
Financiele sector,Overig,Holland Gold,https://www.hollandgold.nl/,,
Financiele sector,Overig,Buut,https://www.buut.com/,,
Financiele sector,Overig,Vivid,https://vivid.money/nl-nl/,,
Financiele sector,Overig,Yoursafe,https://www.yoursafe.com/en/index.html,,
Financiele sector,Pensioenfonds,ABP,https://www.abp.nl/,,
Financiele sector,Pensioenfonds,PFZW,https://www.pfzw.nl/particulieren.html,,
Financiele sector,Pensioenfonds,PMT,https://www.pmt.nl/,,
Financiele sector,Pensioenfonds,BPFbouw,https://www.bpfbouw.nl/,,
Financiele sector,Pensioenfonds,PME,https://www.pmepensioen.nl/,,
Financiele sector,Pensioenfonds,Pensioen vervoer,https://www.pfvervoer.nl/,,
Financiele sector,Pensioenfonds,Stichting Bedrijfstakpensioenfonds voor de Grafische Bedrijven,https://www.pensioenfondspgb.nl/deelnemers/,,
Financiele sector,Pensioenfonds,Pensioenfonds Rail & OV,https://railov.nl/,,
Financiele sector,Pensioenfonds,BeFrank,https://www.befrank.nl/,,
