segment,sub_sector,organisatie,url_homepage,url_support,url_product,url_support_method,url_support_score,url_support_note
Sportwereld,Sportbonden,NHV (Nederlandse Handbal verbond),https://handbal.nl/,https://handbal.nl/voor_verenigingen/verenigingsondersteuning/,,heuristic,9,
Sportwereld,Sportevenementen,CHIO Rotterdam (Paardensport),https://chio.nl/,https://chio.nl/contact,,llm,0,Geen aparte support/FAQ-pagina aanwezig; contactpagina is de enige hulp-/servicegerichte optie.
Sportwereld,Sportevenementen,Nijmeegse Vierdaagse (Wandelen),https://www.4daagse.nl/,https://www.4daagse.nl/contact,,llm,0,Geen aparte support/FAQ-pagina aanwezig; de contactpagina is de enige hulp-/klantenservicesectie.
Sportwereld,Sportbonden,NeVoBo (Nederlandse Volleybal Bond),https://www.nevobo.nl/,https://www.nevobo.nl/kenniscentrum/,,llm,0,"Het Kenniscentrum is de kennis-/uitlegsectie waar instructie- en uitlegvideo's het meest waarschijnlijk staan, meer dan de algemene contactpagina's."
Sportwereld,Sportploegen,Team Essent (Schaatsen),https://teamessent.nl/,https://teamessent.nl/veelgestelde-vragen/,,heuristic,7,
Sportwereld,Sportevenementen,Tour de France,https://www.letour.fr/en,,,none,0,llm: no pick
Sportwereld,Sportbonden,Sportvisunie (Sportvisserij Nederland),https://www.sportvisunie.nl/nl,https://www.sportvisunie.nl/nl/service-contact/voor-verenigingen-hsv-service,,heuristic,9,
Sportwereld,Sportbonden,Nederlandse Basketball Bond,https://basketball.nl/,https://basketball.nl/kennishub/platform-basketballnl/,,llm,0,"Kennishub-pagina specifiek over het platform Basketball.nl, de meest waarschijnlijke plek voor uitleg-/instructievideo's."
Sportwereld,Sportevenementen,TataSteel Chess Open (Wijk aan Zee schaken),https://tatasteelchess.com,https://tatasteelchess.com/en/contact,,llm,0,Geen aparte support/FAQ-pagina aanwezig; Contact is de enige hulp-gerelateerde sectie.
Sportwereld,Sportevenementen,Dutch Grand Prix,https://www.dutchgp.com/,https://www.dutchgp.com/faq/,,heuristic,7,
Sportwereld,Sportploegen,Reggeborgh (Schaatsen),https://schaatsteamreggeborgh.nl/,https://schaatsteamreggeborgh.nl/contact/,,llm,0,Geen support/FAQ-sectie aanwezig; contactpagina is de enige hulp-gerelateerde optie.
Sportwereld,Sportbonden,KNRB (Koninklijke Nederlandse Roei Bond),https://knrb.nl/,https://knrb.nl/artikel/mijn-roeien/,,llm,0,"Specifieke FAQ-pagina ('Veelgestelde vragen: Mijn Roeien') waar instructie-/uitlegvideo's het meest waarschijnlijk staan, beter dan de algemene contactpagina."
Sportwereld,Sportevenementen,KLM Open (Golf),https://klmopen.nl/,https://klmopen.nl/faq/,,heuristic,7,
Sportwereld,Sportbonden,KNZB (Koninklijke Nederlandse Zwem Bond),https://www.knzb.nl/,https://www.knzb.nl/vereniging-support,,heuristic,9,
Sportwereld,Sportbonden,KNHS (Koninklijke Nederlandse Hippische Sportfederatie),https://www.knhs.nl/,https://www.knhs.nl/helpdesk,,heuristic,10,
Sportwereld,Sportploegen,Ajax (Voetbal),https://www.ajax.nl/,https://www.ajax.nl/fans/contact/,,llm,0,Enige link die naar klantenservice/contact verwijst; geen specifieke FAQ/supportpagina aanwezig in de lijst.
Sportwereld,Sportbonden,KNLTB (Koninklijke Nederlandse Lawn Tennis Bond),https://www.knltb.nl/,https://serviceportal.knltb.nl/,,llm,0,"Een serviceportaal is de meest waarschijnlijke plek voor klantenservice, hulp en uitleg-/instructievideo's."
Sportwereld,Sportbonden,Atletiekunie,https://www.atletiekunie.nl/,https://www.atletiekunie.nl/kenniscentrum/ondersteuning-bestuur/,,heuristic,9,
Sportwereld,Sportbonden,NDB (Nederlandse Dart Bond),https://www.ndbdarts.nl/,https://ndbdarts.nl/kennisbank/ndb-veilige-dartsport,,llm,0,"Kennisbank (knowledge base) is de meest waarschijnlijke plek voor instructie-/uitlegvideo's, specifieker dan de algemene contactpagina."
Sportwereld,Sportploegen,TeamNL,https://www.teamnl.org/,https://www.teamnl.org/contact,,llm,0,Enige support-/hulpgerichte link; geen specifieke FAQ- of klantenservicepagina aanwezig.
Sportwereld,Sportevenementen,Amstel Gold Race,https://www.amstel.nl/amstelgoldrace,,,none,0,no internal links
Sportwereld,Sportevenementen,FIH Hockey World Cup,https://hockeyworldcup2026.nl/,https://hockeyworldcup2026.nl/veel-gestelde-vragen,,heuristic,7,
Sportwereld,Sportploegen,PSV (Voetbal),https://www.psv.nl/,https://fandesk.psv.nl/support/solutions/80000053403,,heuristic,9,
Sportwereld,Sportevenementen,ABN AMRO Open (Tennis),https://www.abnamro-open.nl/,https://www.abnamro-open.nl/abn-amro-open/veel-gestelde-vragen,,heuristic,7,
Sportwereld,Sportevenementen,Olympische Spelen,https://www.olympics.com/en/milano-cortina-2026,,,error,0,load failed: page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.olym
